locus_tag	ftype	length_bp	gene	EC_number	COG	product
JBCMMFKD_03539	CDS	897	xerC_3		COG4973	Tyrosine recombinase XerC
JBCMMFKD_03540	CDS	708				hypothetical protein
JBCMMFKD_03541	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
JBCMMFKD_03542	CDS	204				hypothetical protein
JBCMMFKD_03543	CDS	234				hypothetical protein
JBCMMFKD_03544	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
JBCMMFKD_03545	CDS	2547	cyaA	4.6.1.1	COG3072	Adenylate cyclase
JBCMMFKD_03546	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
JBCMMFKD_03547	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
JBCMMFKD_03548	CDS	1206	hemX		COG2959	Protein HemX
JBCMMFKD_03549	CDS	1197	hemY		COG3071	Protein HemY
JBCMMFKD_03550	CDS	180	oxc	4.1.1.8	COG0028	Oxalyl-CoA decarboxylase
JBCMMFKD_03551	CDS	945				hypothetical protein
JBCMMFKD_03552	CDS	1146	yfdE	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
JBCMMFKD_03553	CDS	3594	evgS	2.7.13.3	COG0784	Sensor protein EvgS
JBCMMFKD_03554	CDS	615	evgA			DNA-binding transcriptional activator EvgA
JBCMMFKD_03555	CDS	1164	emrK		COG1566	putative multidrug resistance protein EmrK
JBCMMFKD_03556	CDS	1539	emrY			putative multidrug resistance protein EmrY
JBCMMFKD_03557	CDS	1329	dsdA	4.3.1.18	COG3048	D-serine dehydratase
JBCMMFKD_03558	CDS	1338	dsdX		COG2610	D-serine transporter DsdX
JBCMMFKD_03559	CDS	936	dsdC		COG0583	HTH-type transcriptional regulator DsdC
JBCMMFKD_03560	tRNA	75				tRNA-Arg(cct)
JBCMMFKD_03561	CDS	933	yfdC		COG2116	Inner membrane protein YfdC
JBCMMFKD_03562	CDS	756	mlaA		COG2853	Intermembrane phospholipid transport system lipoprotein MlaA
JBCMMFKD_03563	CDS	1719	tynA	1.4.3.21	COG3733	Primary amine oxidase
JBCMMFKD_03564	CDS	1500	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
JBCMMFKD_03565	CDS	906	feaR		COG2207	Transcriptional activator FeaR
JBCMMFKD_03566	CDS	327				hypothetical protein
JBCMMFKD_03567	CDS	186				hypothetical protein
JBCMMFKD_03568	CDS	2640				hypothetical protein
JBCMMFKD_03569	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
JBCMMFKD_03570	CDS	423	hslJ		COG3187	Heat shock protein HslJ
JBCMMFKD_03571	CDS	267				hypothetical protein
JBCMMFKD_03572	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
JBCMMFKD_03573	CDS	1134	ompN		COG3203	Outer membrane porin N
JBCMMFKD_03574	CDS	435	uspF		COG0589	Universal stress protein F
JBCMMFKD_03575	CDS	1002	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
JBCMMFKD_03576	CDS	1440	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
JBCMMFKD_03577	CDS	801	ydcF		COG1434	Protein YdcF
JBCMMFKD_03578	CDS	3903				hypothetical protein
JBCMMFKD_03579	CDS	606	azoR_2	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
JBCMMFKD_03580	CDS	1317	ynbD		COG0671	putative protein YnbD
JBCMMFKD_03581	CDS	1758	ynbC		COG2267	putative protein YnbC
JBCMMFKD_03582	CDS	897				hypothetical protein
JBCMMFKD_03583	CDS	606	ynbA		COG0558	Inner membrane protein YnbA
JBCMMFKD_03584	CDS	2307				hypothetical protein
JBCMMFKD_03585	CDS	534	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
JBCMMFKD_03586	CDS	960	nrdF	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase 2 subunit beta
JBCMMFKD_03587	CDS	2145	nrdE	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase 2 subunit alpha
JBCMMFKD_03588	CDS	411	nrdI		COG1780	Protein NrdI
JBCMMFKD_03589	CDS	246	nrdH		COG0695	Glutaredoxin-like protein NrdH
JBCMMFKD_03590	CDS	330	ygaM		COG4575	putative protein YgaM
JBCMMFKD_03591	CDS	345				hypothetical protein
JBCMMFKD_03592	CDS	450	alaE			L-alanine exporter AlaE
JBCMMFKD_03593	CDS	405	stpA		COG2916	DNA-binding protein StpA
JBCMMFKD_03594	CDS	525	ygaP		COG0607	Inner membrane protein YgaP
JBCMMFKD_03595	CDS	300	ygaV		COG0640	putative HTH-type transcriptional regulator YgaV
JBCMMFKD_03596	CDS	159				hypothetical protein
JBCMMFKD_03597	CDS	450	kbp		COG1652	Potassium binding protein Kbp
JBCMMFKD_03598	CDS	663	glaR		COG1802	HTH-type transcriptional repressor GlaR
JBCMMFKD_03599	CDS	1401	gabP		COG1113	GABA permease
JBCMMFKD_03600	CDS	1281	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
JBCMMFKD_03601	CDS	1449	gabD	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
JBCMMFKD_03602	CDS	1269	lhgD	1.1.5.-	COG0579	L-2-hydroxyglutarate dehydrogenase
JBCMMFKD_03603	CDS	978	glaH	1.14.11.-		Glutarate 2-hydroxylase
JBCMMFKD_03604	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
JBCMMFKD_03605	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
JBCMMFKD_03606	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
JBCMMFKD_03607	CDS	816	allR		COG1414	HTH-type transcriptional repressor AllR
JBCMMFKD_03608	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
JBCMMFKD_03609	CDS	927	allS			HTH-type transcriptional activator AllS
JBCMMFKD_03610	CDS	1095	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
JBCMMFKD_03611	CDS	372				IS481 family transposase ISErsp1
JBCMMFKD_03612	CDS	261				hypothetical protein
JBCMMFKD_03613	CDS	711				hypothetical protein
JBCMMFKD_03614	CDS	369	ybbC			putative protein YbbC
JBCMMFKD_03615	CDS	4281	rhsD_1		COG3209	Protein RhsD
JBCMMFKD_03616	CDS	882				hypothetical protein
JBCMMFKD_03617	CDS	963	tauA		COG4521	Taurine-binding periplasmic protein
JBCMMFKD_03618	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
JBCMMFKD_03619	CDS	828	ssuC_2		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
JBCMMFKD_03620	CDS	852	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
JBCMMFKD_03621	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
JBCMMFKD_03622	CDS	2907				hypothetical protein
JBCMMFKD_03623	CDS	624	iprA			Inhibitor of hydrogen peroxide resistance
JBCMMFKD_03624	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
JBCMMFKD_03625	CDS	102				hypothetical protein
JBCMMFKD_03626	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
JBCMMFKD_03627	CDS	1095				hypothetical protein
JBCMMFKD_03628	CDS	309	yaiY			Inner membrane protein YaiY
JBCMMFKD_03629	CDS	213				hypothetical protein
JBCMMFKD_03630	CDS	1095	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
JBCMMFKD_03631	CDS	2694	chiA			putative bifunctional chitinase/lysozyme
JBCMMFKD_03632	CDS	195	bfd		COG2906	Bacterioferritin-associated ferredoxin
JBCMMFKD_03633	CDS	477	bfr	1.16.3.1	COG2193	Bacterioferritin
JBCMMFKD_03634	CDS	678	gspO		COG1989	Type 4 prepilin-like proteins leader peptide-processing enzyme
JBCMMFKD_03635	CDS	462	gspM			Putative type II secretion system protein M
JBCMMFKD_03636	CDS	1164	gspL		COG3297	Putative type II secretion system protein L
JBCMMFKD_03637	CDS	984	gspK_1		COG3156	Putative type II secretion system protein K
JBCMMFKD_03638	CDS	588	gspJ		COG4795	Putative type II secretion system protein J
JBCMMFKD_03639	CDS	378	gspI		COG2165	Putative type II secretion system protein I
JBCMMFKD_03640	CDS	510	gspH		COG2165	Putative type II secretion system protein H
JBCMMFKD_03641	CDS	438	gspG		COG2165	Putative type II secretion system protein G
JBCMMFKD_03642	CDS	1197	gspF		COG1459	Putative type II secretion system protein F
JBCMMFKD_03643	CDS	1482	gspE		COG2804	Putative type II secretion system protein E
JBCMMFKD_03644	CDS	1953	gspD		COG1450	Putative secretin GspD
JBCMMFKD_03645	CDS	816	gspC		COG3031	Putative type II secretion system protein C
JBCMMFKD_03646	CDS	240				hypothetical protein
JBCMMFKD_03647	CDS	159				hypothetical protein
JBCMMFKD_03648	CDS	852	rob_2		COG2207	Right origin-binding protein
JBCMMFKD_03649	CDS	594	rclC		COG3059	Inner membrane protein RclC
JBCMMFKD_03650	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
JBCMMFKD_03651	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
JBCMMFKD_03652	CDS	720	lutA_2		COG0247	Lactate utilization protein A
JBCMMFKD_03653	CDS	1428	lutB		COG1139	Lactate utilization protein B
JBCMMFKD_03654	CDS	696	lutC		COG1556	Lactate utilization protein C
JBCMMFKD_03655	CDS	669				hypothetical protein
JBCMMFKD_03656	CDS	1671	betA	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
JBCMMFKD_03657	CDS	1473	betB_2	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
JBCMMFKD_03658	CDS	588	betI		COG1309	HTH-type transcriptional regulator BetI
JBCMMFKD_03659	CDS	1449	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
JBCMMFKD_03660	CDS	684	cusR		COG0745	Transcriptional regulatory protein CusR
JBCMMFKD_03661	CDS	1374	cusC_2		COG1538	Cation efflux system protein CusC
JBCMMFKD_03662	CDS	333	cusF		COG5569	Cation efflux system protein CusF
JBCMMFKD_03663	CDS	1224	cusB			Cation efflux system protein CusB
JBCMMFKD_03664	CDS	3144	cusA		COG3696	Cation efflux system protein CusA
JBCMMFKD_03665	CDS	1377	pheP		COG1113	Phenylalanine-specific permease
JBCMMFKD_03666	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
JBCMMFKD_03667	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
JBCMMFKD_03668	CDS	369				hypothetical protein
JBCMMFKD_03669	CDS	249				hypothetical protein
JBCMMFKD_03670	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
JBCMMFKD_03671	CDS	504				hypothetical protein
JBCMMFKD_03672	CDS	1374	proY		COG1113	Proline-specific permease ProY
JBCMMFKD_03673	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
JBCMMFKD_03674	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
JBCMMFKD_03675	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
JBCMMFKD_03676	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
JBCMMFKD_03677	CDS	3147	sbcC		COG0419	Nuclease SbcCD subunit C
JBCMMFKD_03678	CDS	1269	araJ		COG2814	Putative transporter AraJ
JBCMMFKD_03679	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
JBCMMFKD_03680	CDS	978	rdgC		COG2974	Recombination-associated protein RdgC
JBCMMFKD_03681	CDS	1059	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
JBCMMFKD_03682	CDS	297	citD		COG3052	Citrate lyase acyl carrier protein
JBCMMFKD_03683	CDS	909	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
JBCMMFKD_03684	CDS	1533	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
JBCMMFKD_03685	CDS	552	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
JBCMMFKD_03686	CDS	879	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
JBCMMFKD_03687	CDS	1464	ttdT_2		COG0471	L-tartrate/succinate antiporter
JBCMMFKD_03688	CDS	807	rna	4.6.1.21	COG3719	Ribonuclease I
JBCMMFKD_03689	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
JBCMMFKD_03690	CDS	90	yldA			Protein YldA
JBCMMFKD_03691	CDS	1239		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
JBCMMFKD_03692	CDS	429	uspG		COG0589	Universal stress protein UP12
JBCMMFKD_03693	CDS	1596	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
JBCMMFKD_03694	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
JBCMMFKD_03695	CDS	762	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
JBCMMFKD_03696	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
JBCMMFKD_03697	CDS	624	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
JBCMMFKD_03698	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
JBCMMFKD_03699	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
JBCMMFKD_03700	CDS	579				hypothetical protein
JBCMMFKD_03701	CDS	1476	ampG		COG0477	Anhydromuropeptide permease
JBCMMFKD_03702	CDS	948	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
JBCMMFKD_03703	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
JBCMMFKD_03704	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
JBCMMFKD_03705	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
JBCMMFKD_03706	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
JBCMMFKD_03707	CDS	312				hypothetical protein
JBCMMFKD_03708	CDS	543				hypothetical protein
JBCMMFKD_03709	CDS	972				hypothetical protein
JBCMMFKD_03710	CDS	183				hypothetical protein
JBCMMFKD_03711	CDS	639	leuE		COG1280	Leucine efflux protein
JBCMMFKD_03712	CDS	924	dmlR_4			HTH-type transcriptional regulator DmlR
JBCMMFKD_03713	CDS	1086	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
JBCMMFKD_03714	CDS	1431	caiT_2		COG1292	L-carnitine/gamma-butyrobetaine antiporter
JBCMMFKD_03715	CDS	1125	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
JBCMMFKD_03716	CDS	966	yeaX	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
JBCMMFKD_03717	CDS	1116	rnd	3.1.13.5	COG0349	Ribonuclease D
JBCMMFKD_03718	CDS	1752	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
JBCMMFKD_03719	CDS	582	slp_2		COG3065	Outer membrane protein Slp
JBCMMFKD_03720	CDS	696	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
JBCMMFKD_03721	CDS	1911	yoaA	3.6.4.12	COG1199	putative ATP-dependent DNA helicase YoaA
JBCMMFKD_03722	CDS	348	yabJ	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
JBCMMFKD_03723	CDS	309	nrdR		COG1327	Transcriptional repressor NrdR
JBCMMFKD_03724	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
JBCMMFKD_03725	CDS	471	ribE	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
JBCMMFKD_03726	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
JBCMMFKD_03727	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
JBCMMFKD_03728	CDS	519	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
JBCMMFKD_03729	CDS	975	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
JBCMMFKD_03730	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
JBCMMFKD_03731	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
JBCMMFKD_03732	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
JBCMMFKD_03733	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
JBCMMFKD_03734	CDS	591	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
JBCMMFKD_03735	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
JBCMMFKD_03736	CDS	492				hypothetical protein
JBCMMFKD_03737	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
JBCMMFKD_03738	CDS	717	nanC			putative N-acetylneuraminic acid outer membrane channel protein NanC
JBCMMFKD_03739	CDS	1107	nanM	5.1.3.24	COG3055	N-acetylneuraminate epimerase
JBCMMFKD_03740	CDS	981	nanS	3.1.1.-		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase
JBCMMFKD_03741	CDS	825				hypothetical protein
JBCMMFKD_03742	CDS	258				hypothetical protein
JBCMMFKD_03743	CDS	546				hypothetical protein
JBCMMFKD_03744	CDS	747	yjhP			putative protein YjhP
JBCMMFKD_03745	CDS	1122	ysdC_2	3.4.11.-	COG1363	Putative aminopeptidase YsdC
JBCMMFKD_03746	CDS	279	gatB_1	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
JBCMMFKD_03747	CDS	1314	gatC_1		COG3775	PTS system galactitol-specific EIIC component
JBCMMFKD_03748	CDS	807				hypothetical protein
JBCMMFKD_03749	CDS	432				hypothetical protein
JBCMMFKD_03750	CDS	633	rpe_2	5.1.3.1		Ribulose-phosphate 3-epimerase
JBCMMFKD_03751	CDS	783	srlR_4		COG1349	Glucitol operon repressor
JBCMMFKD_03752	CDS	855	gatY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit GatY
JBCMMFKD_03753	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
JBCMMFKD_03754	CDS	1278	yegT			Putative nucleoside transporter YegT
JBCMMFKD_03755	CDS	1005	tri1	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
JBCMMFKD_03756	CDS	966	kdgK_2	2.7.1.45		2-dehydro-3-deoxygluconokinase
JBCMMFKD_03757	CDS	747	nagR		COG2188	HTH-type transcriptional repressor NagR
JBCMMFKD_03758	CDS	819				hypothetical protein
JBCMMFKD_03759	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
JBCMMFKD_03760	CDS	789	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
JBCMMFKD_03761	CDS	246				hypothetical protein
JBCMMFKD_03762	CDS	432				hypothetical protein
JBCMMFKD_03763	CDS	666				hypothetical protein
JBCMMFKD_03764	CDS	165				hypothetical protein
JBCMMFKD_03765	CDS	192				hypothetical protein
JBCMMFKD_03766	CDS	546	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
JBCMMFKD_03767	CDS	879	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
JBCMMFKD_03768	CDS	900	rfbD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
JBCMMFKD_03769	CDS	1086	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
JBCMMFKD_03770	CDS	894	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
JBCMMFKD_03771	CDS	1395				hypothetical protein
JBCMMFKD_03772	CDS	1221	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JBCMMFKD_03773	CDS	1281				hypothetical protein
JBCMMFKD_03774	CDS	1479	wzxC		COG2244	Lipopolysaccharide biosynthesis protein WzxC
JBCMMFKD_03775	CDS	1395	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
JBCMMFKD_03776	CDS	456	glmM_3			Phosphoglucosamine mutase
JBCMMFKD_03777	CDS	1407	chiP			Chitoporin
JBCMMFKD_03778	CDS	327	chiQ			putative lipoprotein ChiQ
JBCMMFKD_03779	CDS	447	fur		COG0735	Ferric uptake regulation protein
JBCMMFKD_03780	CDS	531	fldA		COG0716	Flavodoxin 1
JBCMMFKD_03781	CDS	363	ybfE			putative protein YbfE
JBCMMFKD_03782	CDS	765	ybfF	3.1.-.-	COG0596	Esterase YbfF
JBCMMFKD_03783	CDS	546	seqA		COG3057	Negative modulator of initiation of replication
JBCMMFKD_03784	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
JBCMMFKD_03785	CDS	495				hypothetical protein
JBCMMFKD_03786	CDS	651				hypothetical protein
JBCMMFKD_03787	CDS	1320	potE		COG0531	Putrescine transporter PotE
JBCMMFKD_03788	CDS	2199	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
JBCMMFKD_03789	CDS	258				hypothetical protein
JBCMMFKD_03790	CDS	387	glnQ_2	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
JBCMMFKD_03791	CDS	675	gltK		COG0765	Glutamate/aspartate import permease protein GltK
JBCMMFKD_03792	CDS	741	gltJ		COG0765	Glutamate/aspartate import permease protein GltJ
JBCMMFKD_03793	CDS	909	gltI		COG0834	Glutamate/aspartate import solute-binding protein
JBCMMFKD_03794	CDS	1878	glpG_2	3.4.21.105		Rhomboid protease GlpG
JBCMMFKD_03795	CDS	1539	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
JBCMMFKD_03796	CDS	879	corC		COG4535	Magnesium and cobalt efflux protein CorC
JBCMMFKD_03797	CDS	468	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
JBCMMFKD_03798	CDS	1080	ybeZ		COG1702	PhoH-like protein
JBCMMFKD_03799	CDS	1425	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
JBCMMFKD_03800	CDS	1176	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
JBCMMFKD_03801	tRNA	75				tRNA-Gln(ctg)
JBCMMFKD_03802	tRNA	77				tRNA-Met(cat)
JBCMMFKD_03803	CDS	402	crl			Sigma factor-binding protein Crl
JBCMMFKD_03804	CDS	1245				hypothetical protein
JBCMMFKD_03805	CDS	459	gpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
JBCMMFKD_03806	CDS	1458	pepD	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
JBCMMFKD_03807	CDS	501	prfB_2			Peptide chain release factor 2
JBCMMFKD_03808	CDS	267				hypothetical protein
JBCMMFKD_03809	CDS	375	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
JBCMMFKD_03810	CDS	399	yafO	3.1.-.-		mRNA interferase toxin YafO
JBCMMFKD_03811	CDS	294	yafN		COG2161	Antitoxin YafN
JBCMMFKD_03812	CDS	1056	dinB	2.7.7.7	COG0389	DNA polymerase IV
JBCMMFKD_03813	CDS	636	lafU		COG1360	Chemotaxis protein LafU
JBCMMFKD_03814	CDS	1740	flhA_2		COG1298	Flagellar biosynthesis protein FlhA
JBCMMFKD_03815	CDS	498	rayT		COG1943	REP-associated tyrosine transposase
JBCMMFKD_03816	CDS	627				hypothetical protein
JBCMMFKD_03817	CDS	261	dinJ			Antitoxin DinJ
JBCMMFKD_03818	CDS	279	yafQ	3.1.-.-		mRNA interferase toxin YafQ
JBCMMFKD_03819	CDS	450	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
JBCMMFKD_03820	CDS	330				hypothetical protein
JBCMMFKD_03821	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
JBCMMFKD_03822	CDS	435	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
JBCMMFKD_03823	CDS	558	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
JBCMMFKD_03824	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
JBCMMFKD_03825	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
JBCMMFKD_03826	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
JBCMMFKD_03827	CDS	846	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
JBCMMFKD_03828	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
JBCMMFKD_03829	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
JBCMMFKD_03830	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
JBCMMFKD_03831	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
JBCMMFKD_03832	CDS	780	phnE		COG3639	Phosphate-import permease protein PhnE
JBCMMFKD_03833	CDS	1017				hypothetical protein
JBCMMFKD_03834	CDS	789	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
JBCMMFKD_03835	CDS	1038	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
JBCMMFKD_03836	CDS	435	infC		COG0290	Translation initiation factor IF-3
JBCMMFKD_03837	CDS	198	rpmI		COG0291	50S ribosomal protein L35
JBCMMFKD_03838	CDS	357	rplT		COG0292	50S ribosomal protein L20
JBCMMFKD_03839	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
JBCMMFKD_03840	CDS	2388	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
JBCMMFKD_03841	CDS	300	ihfA		COG0776	Integration host factor subunit alpha
JBCMMFKD_03842	CDS	981	btuC		COG4139	Vitamin B12 import system permease protein BtuC
JBCMMFKD_03843	CDS	552	btuE	1.11.1.15	COG0386	Thioredoxin/glutathione peroxidase BtuE
JBCMMFKD_03844	CDS	750	btuD_3	7.6.2.8	COG4138	Vitamin B12 import ATP-binding protein BtuD
JBCMMFKD_03845	CDS	465	mepS_2	3.4.-.-	COG0791	Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase
JBCMMFKD_03846	CDS	258	ydiV_1		COG2200	Putative anti-FlhC(2)FlhD(4) factor YdiV
JBCMMFKD_03847	CDS	504	ydiV_2		COG2200	Putative anti-FlhC(2)FlhD(4) factor YdiV
JBCMMFKD_03848	CDS	1437	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
JBCMMFKD_03849	CDS	336				hypothetical protein
JBCMMFKD_03850	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
JBCMMFKD_03851	CDS	3741	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
JBCMMFKD_03852	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
